genes	slow-kidney	slow-kidney.1	slow-kidney.2	slow-kidney.3	slow-kidney.4	slow-kidney.5	slow-kidney.6	slow-kidney.7	slow-kidney.8	slow-kidney.9	slow-kidney.10	slow-kidney.11
THADA	23.5020195487987	40.9947696434925	23.8282615416304	23.4095385857325	19.3668837130931	18.0631565306164	40.598764426192	30.2518894318409	35.2302360974328	21.4735089615021	22.1296514172939	29.8191595113799
LMNAL	2.47389679461039	1.57672190936509	0.560664977450126	1.20048915824269	0.900785288981076	1.44505252244932	1.62395057704768	0.714611561382069	0.888157212540322	0.488034294579593	1.47531009448626	0.709979988366187
AvBD12	0.412316132435065	0.788360954682547	0.560664977450126	0.90036686868202	0.225196322245269	0	1.26307267103708	0.476407707588046	1.48026202090054	0	0.885186056691754	0
BOLA3	108.026826697987	122.458734960689	108.208340647874	138.05625319791	160.339781438632	117.049254318395	127.02902291573	111.479403575603	102.434131846317	104.683356187323	122.155675823462	135.251187783759
ENTPD8	3.91700325813312	4.4673787432011	4.20498733087595	5.40220121209212	5.40471173388646	2.89010504489863	3.24790115409536	5.00228092967448	2.07236682926075	5.36837724037552	4.42593028345877	4.25987993019712
CA13	11.1325355757468	6.83246160724874	7.5689771955767	6.30256808077414	5.855104378377	13.7279989632685	13.352482522392	4.28766936829241	10.0657817421236	3.90427435663674	15.6382870015543	7.80977987202806
ARV1	12.9879581717046	16.8183670332277	27.1922514063311	15.3062367675943	18.9164910686026	10.8378939183699	18.9460900655563	18.3416967421398	15.6907774215457	13.176925953649	15.6382870015543	17.7494997091547
BGLAP	21.4404388866234	19.1834498972753	19.0626092333043	14.705992188473	15.088153590433	15.8955777469425	26.3440871387735	19.5327160111099	16.578934634086	20.0094060777633	17.4086591149378	17.7494997091547
SYS1	45.1486165016397	48.0900182356354	44.572865707285	55.8227458582853	50.8943688274308	43.3515756734795	53.2294911365629	46.4497514898345	55.9539043900403	44.1671036594532	43.0790547589987	41.1788393252389
LOC112532582	0.206158066217533	0	0	0.300122289560673	0	0	0.180438953005298	0	0	0	0.295062018897251	0.354989994183094
DPH7	22.4712292177111	26.2786984894182	39.2465484215088	40.8166313802516	34.9054299480167	33.2362080163343	20.570040642604	32.1575202621931	32.8618168639919	21.4735089615021	38.0630004377454	36.2089794066756
LOC421195	0	0	0	0	0.225196322245269	0	0.180438953005298	0	0.296052404180107	0	0	0
