"Genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PCBD1",34.7147494574151,-1.08793394422431,0.252800318076234,-4.30353075701524,1.68097499277907e-05,0.000562943907907862
"RNF215",1.38887673454978,2.41178060787542,0.781589161859352,3.08573957466086,0.00203046575881516,0.0194270371403437
"LOC421419",7.50954812991044,2.29916534535422,0.466754966222374,4.92585084624217,8.39940521223581e-07,5.33578710492753e-05
"C10orf88",14.5930840172061,1.68859358040863,0.421133298069867,4.00964157464577,6.08109840880125e-05,0.00147526489744226
"XYLT1",18.7953738218793,-1.03756843105031,0.33907258262919,-3.06001866327538,0.00221323199216015,0.0207106082546558
"MRPL24",7.70747607380606,1.50594360332609,0.476108316362717,3.16302730191926,0.00156137687956927,0.016088970454692
"GPC4",6.35375354705698,1.76275025731072,0.532560462425997,3.30995329484428,0.000933115398935157,0.0109730097103787
"MAP4K4",116.81615158723,1.22886068099132,0.31236163147422,3.93409611542748,8.35103631292065e-05,0.00187464793297694
"TMEM164",12.2124245609455,-1.38179803581817,0.350471477058391,-3.94268328885422,8.05750286318264e-05,0.00181536865239237
"LOC100858579",3.69480988541064,-1.56845463044474,0.471817846806686,-3.32427999716461,0.000886471452928797,0.0106169817161268
"TMEM101",13.6284535989678,2.3588605894515,0.495759649440632,4.75807297369404,1.95449846078861e-06,0.00010120688668386
"AMFR",48.9749524155896,1.4847293371582,0.412142513266553,3.60246586888248,0.000315212798380383,0.00498036221441004
"GAP43",30.7003828565124,1.40487990361268,0.484797702798785,2.89786831806786,0.00375708299622928,0.0300859589639569
"TLE3",5.48339927296031,2.1298209497563,0.574634529828082,3.70639221836094,0.000210232643331854,0.00374098688810352
"WWC1",9.30363486453439,1.38427676724281,0.376609965818345,3.67562436706867,0.000237268419303871,0.00404439280705519
"STC2",97.9463024294741,1.54258470590335,0.495148102319455,3.11540062190952,0.00183695234755716,0.0181399044321269
"INPP5J",4.65944505188963,2.72726051757232,0.580537891065773,4.69781655864962,2.62957438218408e-06,0.000127586120811168
"RET",9.49326681011039,-1.26747512555751,0.437586878504324,-2.89651081378343,0.00377337637365804,0.0301608296585865
"TCTA",43.4169553027623,1.14801511307284,0.285162543012024,4.02582716841753,5.67753798598081e-05,0.00139660635008438
"MYZAP",11.7058104268849,1.4405348951853,0.378265684293712,3.80826216862634,0.000139946856955239,0.0027773028423774
"USP34",41.9127783022265,1.02132196694481,0.321829026771353,3.17349238877205,0.00150616850807744,0.0155983367172658
"IL2RA",11.78182152961,-1.25958256230319,0.444567660632198,-2.83327527808028,0.00460736903610047,0.0347711059405402
"SMTNL1",5.47657469514395,1.61962385725685,0.473217153377512,3.4225806180039,0.000620297004128451,0.0082643678690584
"LOC121106622",2.36147700806777,-1.97712040779009,0.71801765257985,-2.75358189410283,0.00589470204447325,0.0413703348497086
"TCERG1",18.173967869677,1.5137089347791,0.397334057560402,3.80966319392086,0.000139156229973668,0.00276606673902497
"PPFIBP1",77.5007948620864,1.29588666970851,0.251175433024982,5.15928908373623,2.47889305529991e-07,2.20736743604207e-05
"RAP2A",14.543410484954,1.05590820296434,0.361411756853086,2.92162106777719,0.00348214911072159,0.0284953556710046
"LOC107051628",292.424510596781,1.10305314936528,0.288885598615679,3.81830438987283,0.00013437206795138,0.00269707062774074
"LOC121108136",1.5209876730743,-3.31884522629186,0.9753243170137,-3.40281193485843,0.000666961721676697,0.00867050238179706
"GLDC",211.357647358449,2.80232305156633,0.453844176751112,6.17463701226054,6.63156511309652e-10,2.20884887712977e-07
"LOC107050775",51.9788681915138,1.44874351565636,0.337225264869738,4.29607051006683,1.73852305361252e-05,0.000577508304925088
"RN7SL1_1",191.562507337664,1.1990394998597,0.417830074554999,2.86968213366813,0.00410884620755289,0.0320414863630763
"MRPL40",93.1685652204508,2.31731791030215,0.390937333928289,5.92759429501616,3.07404834167953e-09,7.28549456978049e-07
"LOC101748987",5.8788522859201,1.91301377208372,0.538784883523584,3.55060772969883,0.000384342801504124,0.00576935528104364
"LOC121106568",4.66098471763391,2.70069145817866,0.764686092429792,3.53176484431305,0.000412796264894436,0.00610038196299548
"HYOU1",407.40483768831,1.09361359357747,0.271141890918113,4.03336271600966,5.4984308829372e-05,0.0013689426707337
"ITGA4",44.6627232330243,-1.21060919927644,0.33166536109716,-3.65009235595692,0.000262146035769323,0.00435990248963716
"LOXL1",4.19481530774385,3.07259440880302,0.703366065680385,4.36841434172804,1.2515188524147e-05,0.00044706429962779
"PENK",5.59673566415011,-1.48099744221711,0.511106664933089,-2.8976288978955,0.00375995197236573,0.030089381887945
"DRD5",3.73742875899331,2.17525410533195,0.681505737512671,3.19183535163048,0.00141371894253509,0.0148026102360259
"IGFBP4",14.4184509752661,4.68505884196206,0.640630793627393,7.31319644413941,2.6086121206037e-13,4.59264796776001e-10
"J6367_mgt04",892.878269661737,1.54079811750984,0.32970118026172,4.67331696018419,2.96373841832097e-06,0.000138878753868394
"MPZ",9.44099465720634,-1.94856886231165,0.603301384040023,-3.22984318262791,0.0012385813355752,0.0134014717994985
"CCDC43",299.318756532127,1.09661554000153,0.224979591029462,4.87428897431821,1.09201044287883e-06,6.6337193063195e-05
"INO80B",211.982723719076,1.01324662090051,0.276738907331478,3.66138115768031,0.000250859221140801,0.00420624359365882
