,K1_ink,K1,K2_ink,K2,K3_ink,K3,O1_ink,O1,O2_ink,O2,O3_ink,O3
EP10_002652,579,576,477,490,622,259,521,744,1421,438,760,352
EP10_002653,947,931,1247,1748,2050,1389,2445,797,1844,1034,1668,2107
EP10_002654,237,321,723,385,436,316,303,831,2029,512,873,277
EP10_002655,380,352,637,407,471,365,265,818,1768,394,853,264
EP10_002656,434,576,1102,748,722,591,425,1236,3559,1061,1413,538
EP10_002657,147,235,425,384,250,346,81,584,1336,426,519,266
EP10_002658,109,249,368,458,228,532,102,576,1007,451,376,394
EP10_002659,123,230,279,376,223,470,89,445,717,305,325,372
EP10_002660,274,472,507,838,430,986,219,830,1328,619,623,829
EP10_002661,339,747,860,1346,605,1684,351,1270,1920,958,926,1116
EP10_002662,293,534,472,920,343,757,156,731,1046,425,507,587
EP10_002663,553,891,956,1459,829,1449,401,1239,2050,837,1041,1040
EP10_002664,60,79,51,136,34,59,42,90,102,64,114,50
EP10_002665,33,47,51,100,36,58,28,37,46,52,59,80
EP10_002666,1346,2314,2738,6900,1683,4314,1861,2291,3103,3058,2493,4089
EP10_002667,172,214,394,716,341,644,339,286,452,333,320,618
EP10_002668,259,411,687,1016,457,976,552,432,696,486,498,844
EP10_002669,34,59,90,140,60,136,66,77,93,68,75,138
EP10_002670,107,142,247,397,188,277,163,132,276,201,176,276
EP10_002671,321,269,412,458,488,348,430,228,516,283,453,320
EP10_002672,353,289,461,537,452,351,425,265,669,297,397,402
EP10_002673,288,189,371,509,187,325,289,207,532,325,287,254
EP10_002674,2,5,3,3,1,1,2,2,4,2,4,1
EP10_002675,265,135,153,168,430,117,355,156,195,127,368,291
EP10_002676,199,214,368,357,301,183,263,150,386,187,296,278
EP10_002677,518,496,1621,1046,1049,673,606,396,805,471,546,675
EP10_002678,991,793,2553,1699,1453,907,930,624,1259,738,885,980
EP10_002679,509,177,417,485,343,127,157,149,220,98,212,158
EP10_002680,17,6,5,10,11,10,15,6,12,10,15,11
EP10_002681,109,123,86,227,114,223,178,111,206,92,183,195
EP10_002682,594,584,429,1163,616,1063,834,681,991,520,758,887
EP10_002683,463,323,265,779,363,635,505,421,537,267,442,487
EP10_002684,1421,860,660,2009,1014,1578,1255,1055,1376,625,1473,1211
EP10_002685,348,173,166,473,288,491,325,256,340,170,304,355
EP10_002686,7,7,5,6,14,15,7,8,5,5,7,13
EP10_002687,1007,665,605,1512,944,2032,1275,1063,1095,552,1168,1280
EP10_002688,2342,1676,1313,3771,2056,4339,2719,2652,2599,1529,2624,3272
EP10_002689,1073,776,682,2015,929,2058,1197,1205,1393,831,1245,1595
EP10_002690,1646,1104,1173,2884,1448,2478,1856,1661,2556,1272,1924,2300
EP10_002691,421,360,407,821,447,666,489,505,781,363,543,664
EP10_002692,653,1082,2124,1607,1592,1114,1312,793,2255,983,1087,1306
EP10_002693,36,54,150,105,90,52,103,64,136,61,57,95
EP10_002694,146,1169,1126,2788,369,3336,337,2058,1610,2063,374,3721
EP10_002695,275,200,224,319,346,286,326,169,254,244,317,337
EP10_002696,200,108,88,146,156,127,168,133,102,91,174,139
EP10_002697,447,167,164,318,311,223,320,230,211,180,357,240
EP10_002698,172,96,66,130,175,155,155,98,93,101,148,162
EP10_002699,11,16,5,21,10,17,8,11,5,12,14,34
EP10_002700,24,16,15,23,19,7,6,16,11,17,13,25
EP10_002701,19,17,15,18,27,13,13,20,6,15,14,16
EP10_002702,1,3,2,1,2,1,0,1,1,0,4,1
EP10_002703,987,645,900,1032,1198,1026,1173,683,1201,579,1063,1052
EP10_002704,88,48,71,68,93,49,91,54,92,37,87,75
EP10_002705,20,27,17,23,31,6,23,20,18,15,25,33
EP10_002706,30,20,35,28,22,10,23,23,16,17,18,35
EP10_002707,61,38,559,154,275,197,98,126,1222,393,389,526
EP10_002708,76,75,991,282,507,288,156,193,1767,476,633,610
EP10_002709,83,58,966,271,396,301,96,208,1730,562,594,627
EP10_002710,75,104,1242,335,400,444,129,276,2189,782,551,827
EP10_002711,215,286,1454,562,750,560,330,453,2611,846,922,952
EP10_002712,547,344,383,569,633,440,611,346,377,459,565,711
EP10_002713,144,115,79,194,96,81,69,148,68,235,105,114
EP10_002714,53,64,40,124,70,36,46,59,37,144,48,71
EP10_002715,168,78,34,147,75,49,70,113,56,256,60,66
EP10_002716,365,172,85,332,164,191,110,233,79,362,150,213
EP10_002717,1141,2365,1236,2129,1446,1658,1147,1711,2401,1543,1512,2611
EP10_002718,24,16,77,36,43,23,28,26,198,82,84,61
EP10_002719,35,27,124,98,80,86,30,33,492,139,140,125
EP10_002720,229,149,1397,626,689,399,219,280,3167,746,1301,759
EP10_002721,755,625,674,784,693,423,515,389,617,476,576,582
EP10_002722,20,20,22,20,21,14,12,11,11,15,15,25
EP10_002723,32,34,29,34,27,25,26,24,32,18,20,30
EP10_002724,3,5,3,8,5,6,5,7,8,2,4,10
EP10_002725,28,51,46,42,37,26,31,43,28,31,25,51
EP10_002726,5,3,6,6,4,3,6,2,3,5,5,7
EP10_002727,395,324,319,486,344,295,396,286,545,298,569,512
EP10_002728,253,154,147,191,185,93,151,124,201,113,314,210
EP10_002729,26,34,21,33,17,7,17,19,29,26,14,22
EP10_002730,92,70,76,81,53,35,74,55,36,53,45,62
EP10_002731,662,810,1661,1833,1254,1560,1069,944,2060,915,816,1494
EP10_002732,1788,1434,1978,2030,2068,1971,2652,1473,3572,1167,2186,1946
EP10_002733,80,35,20,36,85,34,103,32,20,18,51,70
EP10_002751,7,25,9,10,16,5,10,3,16,16,6,24
EP10_002752,813,600,957,998,1294,1061,1482,665,884,468,1525,1170
EP10_002753,3270,2370,2921,3602,3816,3742,4963,2712,2756,1586,4871,4228
EP10_002754,3843,2525,3038,4039,4424,4159,5498,2837,2787,1600,5397,4649
EP10_002755,1217,742,1103,1601,1429,2114,1784,1267,932,679,1933,1851
EP10_002756,217,148,232,343,253,527,394,271,193,157,386,446
EP10_002757,943,580,940,1513,963,1834,1536,1074,806,529,1836,1521
EP10_002758,2647,1722,3091,4738,3129,5702,4871,3075,2378,1636,4939,4527
EP10_002759,1278,491,693,1570,892,1252,1135,865,454,330,1652,1017
EP10_002760,2144,1343,2463,4151,2368,5000,4309,2585,1920,1458,3944,3907
EP10_002761,1785,1026,1830,3308,1965,3993,3434,2111,1233,1083,3483,3026
EP10_002762,1380,674,1158,2183,1208,2427,2092,1217,840,730,1980,1821
EP10_002763,3083,1924,2771,5108,2946,5948,5226,3025,2016,1641,4456,4432
EP10_002764,4020,3236,3220,6197,3709,6317,6303,3936,2270,2042,5290,5010
EP10_002765,39,46,43,93,40,95,71,63,39,33,41,88
EP10_002766,7,3,6,3,5,3,5,2,5,5,4,4
EP10_002767,405,206,357,305,389,221,247,383,1307,395,353,267
EP10_002768,294,201,387,322,364,213,226,371,1045,458,296,312
EP10_002769,111,85,141,111,138,73,66,124,401,154,114,124
EP10_002770,751,453,686,772,900,866,1146,584,965,505,1025,1031
EP10_002771,1343,926,1551,1709,2085,2033,2290,1240,2103,1044,1897,2078
EP10_002772,1057,590,1319,1349,1552,1722,1689,990,1860,1026,1343,1617
EP10_002773,1565,661,1311,1549,1835,1569,1760,975,1863,840,1584,1469
EP10_002774,58,29,76,72,100,87,121,43,95,57,63,91
EP10_002775,159,145,188,303,276,282,330,339,264,385,213,389
EP10_002776,581,432,728,862,859,849,954,822,1101,870,701,1052
EP10_002777,1167,533,992,1218,1147,1020,1372,1217,1334,996,1094,1238
EP10_002778,778,473,808,912,1118,961,1084,522,1093,316,894,934
EP10_002779,2945,2355,4307,5093,4675,5769,5279,2919,5981,2102,4081,5095
EP10_002780,3648,3222,5926,7104,6121,7877,7214,3917,8347,3449,5959,6753
EP10_002781,486,486,1217,906,624,770,870,480,895,408,707,769
EP10_002782,3,6,8,7,3,5,8,5,7,8,1,9
EP10_002783,7,6,9,11,3,13,9,8,8,10,5,12
EP10_002784,11189,7509,4735,8364,10054,7968,15266,5756,10254,4521,13066,9537
EP10_002785,1478,932,766,1807,1495,2307,2428,1033,1688,848,1722,1920
EP10_002786,510,339,316,661,545,989,914,382,743,303,581,761
EP10_002787,1164,634,575,1283,957,1473,1536,793,1180,499,1193,1097
EP10_002788,1065,803,512,1102,1010,1487,1577,895,1184,511,1193,1158
EP10_002789,1747,1190,720,1599,1264,1958,2140,1247,1630,694,1694,1592
EP10_002790,2974,2006,1176,2718,2171,3014,3573,1916,2639,1016,2743,2477
EP10_002791,25,19,20,39,36,29,31,21,28,17,30,38
EP10_002792,35,16,27,46,48,34,25,13,37,21,25,46
EP10_002793,37,31,46,53,42,36,26,30,52,27,27,60
EP10_002794,39,35,36,60,49,44,24,41,54,32,32,78
EP10_002795,1,0,1,2,3,2,1,1,1,0,0,2
EP10_002796,233,166,139,187,241,140,229,123,202,84,277,175
EP10_002797,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002798,8,10,9,6,16,11,19,4,11,11,16,13
EP10_002799,374,171,290,271,390,144,303,118,204,153,312,254
EP10_002800,182,105,196,149,216,98,154,66,139,92,153,136
EP10_002801,83,62,30,68,40,58,35,27,28,28,40,53
EP10_002802,97,27,40,37,65,28,17,15,28,30,46,27
EP10_002803,291,87,102,122,173,85,38,66,85,137,93,78
EP10_002804,87,22,34,40,66,29,27,19,17,27,20,21
EP10_002805,378,120,161,143,251,92,65,67,108,85,119,121
EP10_002806,1495,505,480,514,748,354,381,344,436,319,511,380
EP10_002807,333,133,114,164,182,107,105,80,118,97,139,129
EP10_002808,602,313,238,355,394,274,241,211,256,174,286,342
EP10_002809,854,407,363,481,669,352,433,286,448,301,492,510
EP10_002810,117,95,114,161,204,103,135,62,136,105,156,139
EP10_002811,59,89,350,155,171,168,231,111,611,93,171,208
EP10_002812,32,41,169,94,93,88,94,46,283,41,74,101
EP10_002813,156,253,645,425,427,384,495,253,1235,216,400,471
EP10_002814,271,298,895,464,563,391,569,243,1364,174,566,401
EP10_002815,648,336,324,398,698,333,913,450,725,514,659,631
EP10_002816,676,312,724,601,886,470,555,366,838,414,591,468
EP10_002817,390,206,547,470,462,438,400,323,628,302,335,370
EP10_002818,2605,1306,3932,3428,3138,2505,2503,1893,4248,1927,2271,1988
EP10_002819,468,280,1049,817,615,646,693,393,1148,538,500,504
EP10_002820,2049,1027,1451,2163,2137,1824,2048,1332,2352,1242,2368,1917
EP10_002821,2481,1155,1605,2825,2152,2413,2189,1706,2587,1304,2611,2238
EP10_002822,1590,727,1008,1798,1207,1683,1510,1129,1793,820,1617,1440
EP10_002823,1640,663,1379,2351,1615,2562,1925,1333,2250,1118,1889,2094
EP10_002824,992,417,901,1628,1023,1780,1396,1064,1689,734,1345,1380
EP10_002825,685,320,651,1162,907,1438,986,736,1227,518,975,1090
EP10_002826,753,264,517,966,636,920,777,603,872,372,831,811
EP10_002827,1889,1074,1706,2912,2296,2933,2548,1906,2957,1216,2602,2464
EP10_002828,90,224,89,293,127,301,128,248,177,239,145,407
EP10_002829,1070,977,870,1346,923,943,653,1276,1294,923,1097,1300
EP10_002830,4718,2719,2413,4256,4533,5082,3770,3486,4485,1953,4863,4247
EP10_002831,2505,1440,1499,2629,2435,2986,2366,2028,2882,1363,2747,2533
EP10_002832,1817,1239,1154,1969,1962,2285,1656,1469,2247,992,2062,1891
EP10_002833,2211,993,1314,2524,2082,3121,2357,1745,2447,1117,2273,2286
EP10_002834,473,180,281,483,422,587,455,306,473,199,468,424
EP10_002835,792,394,593,898,866,1173,1024,561,966,402,883,931
EP10_002836,304,162,200,332,349,383,417,226,359,156,365,316
EP10_002837,917,554,683,1073,1006,1080,1279,685,1318,442,1073,978
EP10_002838,1287,1119,984,1607,1201,1055,875,1200,1696,1043,1136,1338
EP10_002839,94,41,52,114,84,91,92,77,71,65,84,112
EP10_002840,171,86,125,205,149,160,147,134,116,93,154,162
EP10_002841,1809,873,1592,2228,1982,2171,1964,1376,1673,1073,1567,2200
EP10_002842,266,740,3556,1323,885,663,359,289,1645,715,169,418
EP10_002843,229,120,508,617,243,297,422,191,731,577,415,378
EP10_002844,39,52,55,77,50,52,55,69,65,50,67,72
EP10_002845,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002846,63,49,98,52,114,39,90,44,83,43,90,53
EP10_002847,174,134,355,402,200,213,297,202,464,249,206,244
EP10_002848,182,116,230,272,193,132,168,150,294,163,183,205
EP10_002849,67,55,75,125,47,54,66,42,137,57,70,72
EP10_002850,790,624,1094,1381,705,736,930,581,1684,1042,975,728
EP10_002851,22,29,23,56,25,29,21,11,33,31,30,45
EP10_002852,2487,1839,1515,1794,3106,1660,3221,1468,2683,1094,3006,2505
EP10_002853,329,191,195,238,238,213,253,170,182,121,229,189
EP10_002854,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002855,201,90,134,116,150,90,94,51,91,85,126,103
EP10_002856,30,38,40,49,47,28,48,28,44,27,25,57
EP10_002857,10,4,10,8,5,3,3,3,4,4,7,6
EP10_002858,19,14,16,23,12,30,20,14,17,17,26,21
EP10_002859,694,265,399,780,538,299,415,333,518,702,337,375
EP10_002860,4874,2159,2801,5864,3133,2081,2450,2717,3574,4498,2180,2090
EP10_002861,2324,2216,3044,3589,3715,2357,3144,2045,4331,2529,2677,3011
EP10_002862,661,545,1253,1225,1172,1099,1596,585,1220,709,862,1073
EP10_002863,91,120,128,125,170,97,165,104,135,80,119,151
EP10_002864,91,80,72,86,128,75,117,49,104,47,90,116
EP10_002865,128,52,93,83,92,40,55,28,148,46,41,61
EP10_002866,355,508,439,680,465,451,396,378,725,347,410,566
EP10_002867,27,42,34,68,41,48,43,33,48,41,28,75
EP10_002868,33,18,13,16,29,9,23,9,14,19,21,27
EP10_002869,121,198,178,278,172,265,166,260,312,213,211,358
EP10_002870,155,135,151,173,145,143,105,119,177,82,138,221
EP10_002871,217,120,765,288,347,261,414,107,291,139,270,327
EP10_002872,3477,2172,2030,3247,5364,3284,5432,1679,3245,1629,6327,5687
EP10_002873,591,924,4431,3839,1040,824,927,629,1205,1021,981,1407
EP10_002874,301,486,1795,1403,568,443,512,334,618,506,422,719
EP10_002875,723,618,1008,944,1066,618,891,508,1119,637,965,876
EP10_002876,1518,1035,1512,2571,1209,749,1349,1488,1584,1836,797,901
EP10_002877,178,85,193,178,294,121,252,94,159,120,188,262
EP10_002878,3919,1133,1495,1590,5038,1041,1757,1080,379,1647,1790,4229
EP10_002879,3577,754,1478,1382,4255,926,1515,1160,614,1828,1819,3802
EP10_002880,2888,665,1789,1302,4364,909,1595,1265,1362,2412,1954,4025
EP10_002881,5461,1075,2696,1935,7425,1267,2613,1820,2250,3940,3607,6220
EP10_002882,2541,2139,3759,4012,3782,2379,3781,1928,3917,2051,3219,3548
EP10_002883,763,327,392,514,667,354,488,330,504,249,585,416
EP10_002884,225,122,165,175,244,151,236,122,217,115,208,219
EP10_002885,1226,792,1021,1379,1419,1096,1303,844,1353,773,1353,1292
EP10_002886,40,27,49,77,71,73,60,54,78,42,70,82
EP10_002887,293,224,219,383,318,296,328,220,299,167,337,378
EP10_002888,2169,2900,2946,3562,2869,2886,3552,3105,4259,1975,3446,3164
EP10_002889,15,3,16,8,13,1,9,3,13,5,9,12
EP10_002890,1920,536,603,540,2473,582,2374,1470,402,828,2327,2731
EP10_002891,74,66,88,133,81,71,116,113,120,84,94,130
EP10_002892,112,87,115,173,108,143,197,170,176,78,123,139
EP10_002893,147,131,146,252,97,153,248,162,234,104,189,160
EP10_002894,122,137,128,227,151,107,198,155,197,107,168,150
EP10_002895,395,183,475,357,741,414,843,175,283,203,492,627
EP10_002896,262,61,160,94,368,131,298,59,76,65,254,183
EP10_002897,5,9,12,16,13,9,17,12,10,12,13,7
EP10_002898,19,11,22,11,18,17,27,10,24,20,19,19
EP10_002899,72,66,95,66,100,50,114,56,65,60,94,119
EP10_002900,15,20,25,24,45,11,44,23,18,24,13,27
EP10_002901,57,30,61,52,62,42,102,44,51,40,48,54
EP10_002902,366,209,181,186,430,184,419,153,300,171,424,250
EP10_002903,61,44,38,44,103,54,94,28,87,40,82,85
EP10_002904,2423,1125,1392,1635,2374,1195,2504,1213,1676,1053,2576,1834
EP10_002905,1661,1043,1527,2129,1414,1791,1949,1299,1733,1296,1743,1672
EP10_002906,1310,920,1480,2148,1325,1763,1605,1139,1625,1116,1170,1535
EP10_002907,752,799,1467,1513,1372,991,1392,904,2170,1059,1228,1515
EP10_002908,807,830,1838,1701,1589,1145,1560,850,2449,1227,1441,1705
EP10_002909,194,155,58,217,127,177,125,195,53,154,123,374
EP10_002910,351,146,142,185,254,112,102,148,97,187,165,245
EP10_002911,102,38,44,49,84,23,34,32,37,45,41,42
EP10_002912,19,15,7,13,14,7,8,4,3,8,14,18
EP10_002913,8,2,3,3,6,3,4,3,10,3,6,1
EP10_002914,140,130,144,224,182,128,137,84,219,113,151,190
EP10_002915,6,10,3,9,10,6,10,8,5,5,13,8
EP10_002916,459,250,320,573,542,650,723,459,845,432,866,712
EP10_002917,464,201,368,729,695,930,834,446,994,460,1169,894
EP10_002918,260,95,176,311,442,344,397,185,370,121,617,418
EP10_002919,98,62,61,100,102,78,89,51,62,52,125,107
EP10_002920,248,157,116,196,259,174,202,117,164,143,240,267
EP10_002921,82,33,29,70,75,65,64,24,64,43,40,72
EP10_002922,300,116,95,164,287,144,223,86,198,141,253,236
EP10_002923,37,12,19,24,32,22,36,15,24,25,49,35
EP10_002924,40,24,58,83,47,88,61,55,115,55,57,89
EP10_002925,54,47,90,113,99,82,97,72,137,78,82,99
EP10_002926,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002927,51,28,22,58,54,52,69,24,29,16,52,59
EP10_002928,218,184,150,174,173,121,76,90,132,167,128,171
EP10_002929,317,207,187,268,217,180,114,106,203,177,213,228
EP10_002930,281,185,227,310,283,206,156,127,267,164,206,255
EP10_002931,1310,756,912,1330,1076,799,613,515,1035,580,987,794
EP10_002932,216,125,141,156,205,121,101,70,139,69,122,124
EP10_002933,1238,1093,909,1137,1091,850,829,853,1309,577,1039,922
EP10_002934,175,82,200,146,308,133,302,104,227,139,285,220
EP10_002935,251,152,102,207,203,94,221,175,487,176,331,145
EP10_002936,11,5,4,5,8,5,12,7,18,6,15,5
EP10_002937,230,263,535,644,288,376,335,353,1025,552,370,575
EP10_002938,335,213,288,196,347,153,469,218,985,67,417,229
EP10_002939,1960,1878,2372,3278,2399,2314,2377,1961,3066,2067,2052,2865
EP10_002940,672,423,697,1009,904,522,755,485,980,586,913,846
EP10_002941,246,249,394,393,341,246,382,206,353,235,354,355
EP10_002942,51,66,96,83,53,84,90,54,75,46,92,82
EP10_002943,1225,1249,2166,2110,1992,1114,1554,1062,1910,1312,1582,1731
EP10_002944,1385,1015,1909,1872,1720,845,1254,928,1669,947,1288,1245
EP10_002945,594,429,522,628,833,401,612,401,492,608,478,732
EP10_002946,201,250,272,278,341,224,338,211,445,170,415,288
EP10_002947,111,108,653,300,269,291,302,159,284,167,184,352
EP10_002948,202,181,1232,562,470,484,460,307,516,339,431,529
EP10_002949,38,48,440,122,121,173,115,75,125,87,111,160
EP10_002950,85,76,735,236,179,266,211,180,200,160,158,294
EP10_002951,84,120,463,207,127,216,139,181,186,159,126,290
EP10_002952,89,94,132,110,108,101,82,97,156,85,122,173
EP10_002953,310,239,568,380,343,234,247,296,559,315,294,281
EP10_002954,642,482,1036,807,717,413,476,559,1146,534,522,556
EP10_002955,157,110,218,193,171,100,93,110,264,124,144,142
EP10_002956,812,1701,1440,1670,689,1530,671,2295,1614,1521,568,1624
EP10_002957,175,218,521,316,484,320,436,122,433,242,228,357
EP10_002958,494,535,802,924,833,800,875,520,1096,581,681,913
EP10_002959,478,340,575,641,611,507,575,360,734,353,594,576
EP10_002960,446,470,882,785,925,571,828,336,896,416,684,754
EP10_002961,3900,2753,3384,3978,4289,2887,4299,3230,5721,2897,3819,3343
EP10_002962,33,32,44,43,38,25,41,34,46,34,35,44
EP10_002963,212,161,499,401,396,297,440,189,406,229,299,322
EP10_002964,485,415,992,963,772,704,892,430,986,552,591,721
EP10_002965,672,223,369,441,738,460,620,252,528,207,647,525
EP10_002966,543,160,282,390,542,323,416,227,323,223,393,370
EP10_002967,0,0,0,0,0,0,0,0,0,0,0,0
EP10_002968,965,491,690,1041,899,774,1001,572,772,604,817,902
EP10_002969,24,56,55,72,46,61,53,61,58,87,35,97
EP10_002970,66,30,50,37,95,23,61,23,23,20,65,55
EP10_002971,213,104,112,135,264,137,234,92,139,69,216,209
EP10_002972,330,144,109,166,311,153,246,93,153,64,233,172
EP10_002973,6,5,2,8,11,0,4,5,4,4,4,4
EP10_002974,4,3,4,6,5,0,3,1,0,5,8,5
EP10_002975,78,88,67,105,146,159,132,98,78,69,115,167
EP10_002976,84,51,36,64,96,72,99,54,57,34,91,91
EP10_002977,115,105,62,102,108,89,115,64,104,50,126,140
EP10_002978,5,4,4,4,2,2,11,4,2,5,2,9
EP10_002979,108,89,70,99,87,64,85,40,113,67,113,90
EP10_002980,122,109,146,133,153,114,134,86,162,63,134,120
EP10_002981,345,132,184,200,369,106,389,162,203,128,275,179
EP10_002982,409,321,665,594,660,395,497,317,552,322,509,516
EP10_002983,168,138,319,220,233,158,176,121,242,128,184,223
EP10_002984,496,435,667,650,729,571,776,515,909,437,720,693
EP10_002985,582,421,736,689,838,562,963,405,984,460,885,756
EP10_002986,924,1347,5947,3179,1710,1299,1265,705,1804,1226,1107,932
EP10_002987,2951,3404,16560,7000,5215,2863,3999,1369,5726,2836,3367,1925
EP10_002988,139,167,492,235,243,153,206,156,224,104,176,140
EP10_002989,129,161,182,435,198,398,385,184,365,226,243,376
EP10_002990,98,132,159,328,150,304,250,198,265,209,165,315
EP10_002991,1071,710,1150,1320,1447,612,1079,514,1438,795,1041,951
EP10_002992,16,18,8,16,19,9,32,5,14,11,11,27
EP10_002993,17,19,11,26,22,15,37,7,11,7,19,25
EP10_002994,100,287,143,242,236,256,277,216,356,203,267,420
EP10_002995,62,79,75,126,97,132,102,130,146,70,110,131
EP10_002996,937,913,1423,1376,1232,890,1034,846,1558,751,970,1016
EP10_002997,864,703,1122,1073,889,596,733,634,1112,584,678,636
EP10_002998,76,111,169,150,128,133,137,93,164,91,102,138
EP10_002999,7,9,13,14,12,12,19,6,15,9,10,7
EP10_003000,107,99,218,223,145,156,208,96,300,253,133,134
EP10_003001,375,355,945,946,591,771,902,422,1200,1056,450,665
EP10_003002,80,67,158,96,126,46,90,54,205,90,105,92
EP10_003003,140,316,497,631,200,221,266,319,582,613,181,386
EP10_003004,2,5,14,34,9,10,5,13,24,25,11,15
EP10_003005,35,76,193,174,56,66,88,82,262,249,59,103
EP10_003006,543,653,1238,1232,894,805,634,646,1458,829,698,875
EP10_003007,11,8,12,8,11,1,11,4,1,4,3,9
EP10_003008,343,461,857,765,630,617,465,412,941,491,453,595
EP10_003009,341,457,805,869,626,600,486,464,1068,459,457,645
EP10_003010,29,29,21,42,20,30,28,26,35,30,30,45
EP10_003011,200,378,452,449,341,262,222,279,549,410,257,412
EP10_003012,324,185,324,482,655,442,891,203,597,272,446,518
EP10_003013,436,283,741,1171,632,906,912,416,1051,685,743,713
EP10_003014,46,68,69,76,50,50,54,46,70,69,56,92
EP10_003015,699,409,1209,1183,1216,832,918,565,1351,681,770,950
EP10_003016,763,600,1058,1099,1223,690,1058,468,970,483,808,900
EP10_003017,203,218,473,453,520,360,419,170,471,207,288,377
EP10_003018,256,208,434,429,418,357,392,148,405,170,225,311
EP10_003019,1850,459,355,905,969,669,160,967,169,1682,592,1065
EP10_003020,763,252,161,579,416,370,88,564,77,971,185,610
EP10_003021,2144,938,933,1436,1594,882,827,972,1008,1353,1303,1363
EP10_003022,1489,1372,2272,1382,1901,678,1615,941,2045,1477,1398,1045
EP10_003023,121,108,187,111,167,129,153,92,208,123,154,172
EP10_003024,234,232,222,229,344,191,372,178,237,239,299,387
EP10_003025,317,221,302,403,467,198,330,196,291,171,334,349
EP10_003026,512,328,468,482,645,423,931,348,558,335,485,656
EP10_003027,520,335,440,549,672,372,988,380,530,322,539,640
EP10_003028,348,229,372,406,575,264,583,228,508,277,322,425
EP10_003029,28,48,49,31,52,47,38,43,49,28,55,49
EP10_003030,137,99,110,157,120,114,171,95,83,107,81,177
EP10_003031,51,47,52,74,36,34,41,52,51,51,40,69
EP10_003032,7,7,10,10,10,2,6,6,6,8,8,15
EP10_003033,2827,2385,1945,2551,2834,2364,2738,1998,3252,1523,3040,3074
EP10_003034,61,87,67,117,52,108,74,93,103,78,88,113
EP10_003035,17,12,15,20,7,5,10,9,8,12,7,10
EP10_003036,12,33,11,52,8,31,11,32,22,29,9,55
EP10_003037,1866,1174,2759,4493,2204,2802,1871,1861,2456,2275,1544,2067
EP10_003038,19,27,67,66,78,36,78,22,60,52,37,53
EP10_003039,67,51,82,72,94,61,79,38,52,35,61,71
EP10_003040,553,453,763,1055,634,656,608,513,1037,539,577,640
EP10_003041,465,465,778,974,634,628,647,530,942,468,588,631
EP10_003042,562,682,703,840,623,633,816,620,1108,492,667,875
EP10_003043,186,137,83,95,118,79,129,75,119,40,165,111
EP10_003044,577,169,319,289,394,122,180,129,321,417,280,213
EP10_003045,2,6,5,9,9,1,1,3,4,0,5,4
EP10_003046,3711,1242,1783,1514,1944,740,567,951,2625,3268,1156,986
EP10_003047,69,52,47,57,46,38,35,33,56,36,49,46
EP10_003048,92,74,74,74,66,52,63,60,60,53,100,102
EP10_003049,276,171,192,205,242,154,156,103,171,133,231,257
EP10_003050,58,44,49,67,49,36,42,22,52,25,45,25
EP10_003051,13,2,6,2,9,3,6,4,2,1,4,2
EP10_003052,65,55,62,58,56,30,36,29,35,31,48,57
EP10_003053,123,54,60,75,62,42,49,38,48,62,72,69
EP10_003054,175,81,94,74,107,38,60,31,76,65,111,89
EP10_003055,47,44,60,57,51,30,33,25,45,42,60,65
EP10_003056,40,39,28,32,36,14,22,17,34,19,46,39
EP10_003057,70,40,59,70,74,27,37,19,31,35,59,70
EP10_003058,118,56,60,75,92,34,59,31,49,56,85,73
EP10_003059,111,36,55,45,74,26,50,25,50,23,51,31
EP10_003060,387,129,195,180,185,50,101,94,140,139,124,98
EP10_003061,535,234,318,251,312,120,144,174,245,240,179,141
EP10_003062,71,35,30,54,55,13,32,21,23,41,58,53
EP10_003063,106,39,38,32,65,18,35,20,52,29,29,35
EP10_003064,299,59,109,101,151,54,81,49,76,86,100,104
EP10_003065,358,123,174,168,184,87,89,62,114,124,120,129
EP10_003066,6354,3573,2568,2993,5033,2455,4021,2338,3939,2152,4243,2942
EP10_003067,24,10,8,7,21,7,24,9,8,3,19,8
EP10_003068,6,6,5,11,7,6,7,6,8,6,10,12
EP10_003069,2657,997,1225,1299,1354,640,457,702,911,1128,757,876
EP10_003070,203,120,106,139,123,55,77,57,82,90,102,119
EP10_003071,724,437,561,316,465,198,327,263,482,240,583,238
EP10_003072,236,196,232,151,173,106,107,97,112,70,155,151
EP10_003073,26,17,20,28,17,11,17,11,20,15,27,30
EP10_003074,38,27,30,35,25,15,22,7,19,19,20,16
EP10_003075,877,824,817,842,1168,670,794,445,951,436,855,827
EP10_003076,2057,1835,1260,1705,1899,1320,1591,1040,1753,762,1695,1685
EP10_003077,565,686,554,675,798,505,734,387,769,467,732,763
EP10_003078,18,16,18,12,14,8,8,17,8,17,10,17
EP10_003079,112,41,35,50,73,20,39,19,36,57,56,36
EP10_003080,52,41,53,62,40,30,40,29,25,36,57,73
EP10_003081,386,213,245,183,257,105,64,256,281,545,198,225
EP10_003082,584,288,457,435,529,234,228,200,382,346,343,317
EP10_003083,170,161,127,210,228,241,229,180,216,149,229,322
EP10_003084,393,384,567,496,540,333,410,302,526,303,455,379
EP10_003085,29,28,18,26,20,4,24,28,20,21,15,24
